Removed Member From Class: ClassName=POWER Member=C22
Removed Member From Class: ClassName=POWER Member=C24
Removed Member From Class: ClassName=POWER Member=C26
Removed Member From Class: ClassName=SAMA7D65_PMIC Member=C38
Removed Member From Class: ClassName=SAMA7D65_MPU Member=C98
Removed Member From Class: ClassName=SAMA7D65_MPU Member=C100
Removed Member From Class: ClassName=EEPROM Member=C165
Removed Member From Class: ClassName=eMMC Member=C165
Removed Member From Class: ClassName=SAMA7D65_DDR3L Member=C165
Removed Member From Class: ClassName=SDCARD Member=C165
Removed Member From Class: ClassName=TEMP Member=C165
Removed Member From Class: ClassName=DEBUG_CONSOLE Member=C167
Removed Member From Class: ClassName=RTC Member=C167
Removed Member From Class: ClassName=TEMP Member=C167
Removed Member From Class: ClassName=LVDS Member=C176
Removed Member From Class: ClassName=CAN_PHY Member=C179
Removed Member From Class: ClassName=CAN_PHY Member=C181
Removed Member From Class: ClassName=CAN_PHY Member=C182
Removed Member From Class: ClassName=POWER Member=D8
Removed Member From Class: ClassName=DEBUG_CONSOLE Member=D9
Removed Member From Class: ClassName=POWER Member=R15
Removed Member From Class: ClassName=CONNECTOR_INTERFACE Member=R46
Removed Member From Class: ClassName=CONNECTOR_INTERFACE Member=R48
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R64
Removed Member From Class: ClassName=SAMA7D65_PMIC Member=R64
Removed Member From Class: ClassName=CONNECTOR_INTERFACE Member=R66
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R66
Removed Member From Class: ClassName=SAMA7D65_PMIC Member=R66
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R68
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R70
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R72
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R74
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R76
Removed Member From Class: ClassName=SAMA7D65_PMIC Member=R76
Removed Member From Class: ClassName=SAMA7D65_MPU Member=R78
Removed Member From Class: ClassName=SAMA7D65_PIO Member=R162
Removed Member From Class: ClassName=SAMA7D65_PIO Member=R164
Removed Member From Class: ClassName=SAMA7D65_PIO Member=R166
Removed Member From Class: ClassName=SAMA7D65_PIO Member=R169
Removed Member From Class: ClassName=SAMA7D65_PIO Member=R176
Removed Member From Class: ClassName=DEBUG_CONSOLE Member=R208
Removed Member From Class: ClassName=RTC Member=R208
Removed Member From Class: ClassName=TEMP Member=R208
Removed Member From Class: ClassName=WATCHDOG Member=R208
Removed Member From Class: ClassName=DEBUG_CONSOLE Member=R209
Removed Member From Class: ClassName=RTC Member=R209
Removed Member From Class: ClassName=TEMP Member=R209
Removed Member From Class: ClassName=WATCHDOG Member=R209
Removed Member From Class: ClassName=CAN_PHY Member=R224
Removed Member From Class: ClassName=CAN_PHY Member=R226
Removed Member From Class: ClassName=BUTTON_LED Member=R229
Removed Member From Class: ClassName=CAN_PHY Member=R229
Removed Member From Class: ClassName=BUTTON_LED Member=R230
Removed Member From Class: ClassName=BUTTON_LED Member=R231
Removed Member From Class: ClassName=CAN_PHY Member=R231
Removed Member From Class: ClassName=CAN_PHY Member=R233
Removed Member From Class: ClassName=RS485 Member=R233
Removed Member From Class: ClassName=CAN_PHY Member=R234
Removed Member From Class: ClassName=RS485 Member=R234
Added Component: Designator=J13(Header_254P_8x1)
Added Pin To Net: NetName=3V3 Pin=J13-2
Added Pin To Net: NetName=GND Pin=J13-3
Added Pin To Net: NetName=JTAG_TDI_PC25 Pin=J13-4
Added Pin To Net: NetName=JTAG_TCK_PC23 Pin=J13-5
Added Pin To Net: NetName=JTAG_NTRST_PC22 Pin=J13-6
Added Pin To Net: NetName=JTAG_TDO_PC26 Pin=J13-7
Added Pin To Net: NetName=JTAG_TMS_PC24 Pin=J13-8
Add Pin To Net: Unknown Pin: Pin U23-13
Added Member To Class: ClassName=POWER Member=Component C14 10uF/20V
Added Member To Class: ClassName=POWER Member=Component C15 47uF/25V
Added Member To Class: ClassName=POWER Member=Component C16 47uF/25V
Added Member To Class: ClassName=POWER Member=Component C17 10uF/20V
Added Member To Class: ClassName=POWER Member=Component C18 47uF/25V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C20 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C21 22uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C23 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C25 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C27 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C29 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C31 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C33 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_PMIC Member=Component C35 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C37 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C39 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C41 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C43 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C45 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C47 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C48 18pF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C49 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C50 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C51 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C52 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C53 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C54 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C55 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C56 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C57 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C58 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C59 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C60 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C61 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C62 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C63 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C64 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C65 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C66 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C67 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C68 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C69 4.7uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C70 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C71 2.2uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C72 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C73 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C74 0.1uF/10V
Added Member To Class: ClassName=SAMA7D65_MPU Member=Component C75 0.1uF/10V
